PAGE #,Item #,Description ,List Price ,Comments 
123,409708,"FRAME, 8'X8' HEAVY DUTY SNAP A PART, 1"" SQ."," $	1,067.00 ",
123,409712,"FRAME, 12'X12' HEAVY DUTY SNAP A PART, 1"" SQ."," $	1,156.00 ",Price not in catalog
123,409207,"FRAME, 8'X8' SNAP A PART QUICK CORNER, 1"" SQ", $	941.00 ,
123,319604,"FRAME, 20'X20', 1-1/4"" SCH. 40 PIPE "," $	1,301.00 ",
123,319600,"FRAME, 20'X20' DELIXE"," $	2,081.00 ",
124,409001,"CORNR,1''ROUND TUBE", $	41.00 ,
124,319653,"CORNER FOR 1.25"" PIPE BLK NEW", $	69.00 ,
124,319657,"CORNER,1-1/2 PIPE NEW", $	69.00 ,
124,409105-1,CORNER F/1'' SQUARE TUBE NEW, $	57.00 ,
124,409510-1,CORNER F/1.25''SQUARE TUBE NEW, $	57.00 ,
124,409003,H'WOOD CORNER SET KIT (4), $	261.00 ,
124,409200,QUICK CORNER SET (4 PCs)KIT, $	293.00 ,
124,409100-1,, $	57.00 ,Photo and part # have been discontinued 
124,319551,"CONNECTOR F/ 1"" SQUARE TUBE ", $	38.00 ,
124,319550,CONNECTOR F/1-1/4 PIPE, $	38.00 ,
124,319552,CONNECTOR F/1-1/2'' PIPE, $	38.00 ,Price of $71.00 on the catalog is incorrect 
124,409500-3,QUICK REVERSE EAR F/1.25 SQUARE TUBE , $	105.00 ,"Photo is on page #125, same as 409100-3"
124,319651,EAR F/1-1/4'' PIPE, $	64.00 ,
124,319642,"EA F/1-1/2"" PIPE", $	71.00 ,
124,B429616,TUBING HANGER , $	48.00 ,
124,409000,"BABY MOUNTING PIN F/1"" TUBE ", $	38.00 ,
124,409209,"QUICK REVERSED BABY MOUNTING PIN F/1"" SQUARE TUBE ", $	105.00 ,Price of $38.00 in the catalog is incorrect
125,409525,"BACK DROP EAR F/1.25"" PIPE", $	84.00 ,
125,409526,"BACK DROP EAR F/ 1.5"" PIPE", $	84.00 ,
125,409527,"BACK DROP EAR F/1"" SPEED RAIL ", $	82.00 ,
125,409216,"BACK DROP EAR F/ 1"" SQUARE TUBE ", $	126.00 ,
125,409100-3,"QUICK REVERSE EAR F/1"" SQUARE TUBE ", $	102.00 ,Price of $38.00 in the catalog is incorrect
126,441011E,"3"" FULL SINGLE", $	9.00 ,Maximum allowable discount 50%
126,441012E,"3"" FULL DOUBLE", $	10.00 ,Maximum allowable discount 50%
126,441013E,"3"" HALF SINGLE", $	9.00 ,Maximum allowable discount 50%
126,441014E,"3"" HALF DOUBLE ", $	10.00 ,Maximum allowable discount 50%
126,455422E,"3"" 5 PC. SET ", $	39.00 ,Maximum allowable discount 50%
126,441015E,"4-1/4"" FULL SINGLE", $	9.00 ,Maximum allowable discount 50%
126,441016E,"4-1/4"" FULL DOUBLE", $	10.00 ,Maximum allowable discount 50%
126,441017E,"4-1/4"" HALF SINGLE", $	9.00 ,Maximum allowable discount 50%
126,441018E,"4-1/4"" HALF DOUBLE ", $	10.00 ,Maximum allowable discount 50%
126,445300E,"5"" FULL SINGLE", $	13.00 ,Maximum allowable discount 50%
126,445302E,"5"" FULL DOUBLE", $	14.00 ,Maximum allowable discount 50%
126,445301E,"5"" HALF SINGLE ", $	13.00 ,Maximum allowable discount 50%
126,445303E,"5"" HALF DOUBLE ", $	14.00 ,Maximum allowable discount 50%
126,455401E,"5"" 5 PC. SET ", $	59.00 ,Maximum allowable discount 50%
126,445296E,"5-1/4"" FULL SINGLE ", $	13.00 ,Minimum order of 100 pcs. required 
126,445297E,"5-1/4"" FULL DOUBLE", $	14.00 ,Minimum order of 100 pcs. required 
126,445298E,"5-1/4"" HALF SINGLE ", $	13.00 ,Minimum order of 100 pcs. required 
126,445299E,"5-1/4"" HALF SINGLE ", $	14.00 ,Minimum order of 100 pcs. required 
126,445402E,"5-1/4"" 5 PC. SET ", $	57.00 ,Minimum order of 100 pcs. required 
126,435200E,"6-5/8"" FULL SINGLE ", $	14.00 ,Maximum allowable discount 50%
126,435202E,"6-5/8"" FULL DOUBLE ", $	15.00 ,Maximum allowable discount 50%
126,435201E,"6-5/8"" HALF SINGLE ", $	14.00 ,Maximum allowable discount 50%
126,435203E,"6-5/8"" HALF DOUBLE ", $	15.00 ,Maximum allowable discount 50%
126,445403E,"6-5/8"" 5 PC. SET ", $	64.00 ,Maximum allowable discount 50%
126,445310E,"7-1/4"" FULL SINGLE ", $	14.00 ,Maximum allowable discount 50%
126,445312E,"7-1/4"" FULL DOUBLE", $	15.00 ,Maximum allowable discount 50%
126,445311E,"7-1/4"" HALF SINGLE ", $	14.00 ,Maximum allowable discount 50%
126,445313E,"7-1/4"" HALF DOUBLE ", $	15.00 ,Maximum allowable discount 50%
126,445404E,"7-1/4"" 5 PC. SET", $	64.00 ,Maximum allowable discount 50%
126,435196E,"7-3/4"" FULL SINGLE ", $	16.00 ,Maximum allowable discount 50%
126,435198E,"7-3/4"" FULL DOUBLE", $	17.00 ,Maximum allowable discount 50%
126,435197E,"7-3/4"" HALF SINGLE ", $	16.00 ,Maximum allowable discount 50%
126,435199E,"7-3/4"" HALF DOUBLE ", $	17.00 ,Maximum allowable discount 50%
126,445405E,"7-3/4"" 5 PC. SET ", $	75.00 ,Maximum allowable discount 50%
126,435258E,"8-1/2"" FULL SINGLE ", $	16.00 ,Minimum order of 100 pcs. required 
126,435260E,"8-1/2"" FULL DOUBLE ", $	17.00 ,Minimum order of 100 pcs. required 
126,435259E,"8-1/2"" HALF SINGLE ", $	16.00 ,Minimum order of 100 pcs. required 
126,435261E,"8-1/2"" HALF DOUBLE", $	17.00 ,Minimum order of 100 pcs. required 
126,455406E,"8-1/2"" 5 PC. SET ", $	75.00 ,Minimum order of 100 pcs. required 
126,445320E,"9""  FULL SINGLE ", $	16.00 ,Maximum allowable discount 50%
126,445322E,"9""  FULL DOUBLE  ", $	17.00 ,Maximum allowable discount 50%
126,445321E,"9""  HALF SINGLE ", $	16.00 ,Maximum allowable discount 50%
126,445323E,"9""  HALF DOUBLE ", $	17.00 ,Maximum allowable discount 50%
126,455407E,"9""  5 PC. SET ", $	75.00 ,Maximum allowable discount 50%
126,435204E,"9-1/2"" FULL SINGLE ", $	17.00 ,Minimum order of 100 pcs. required 
126,435205E,"9-1/2"" FULL DOUBLE ", $	18.00 ,Minimum order of 100 pcs. required 
126,435206E,"9-1/2"" HALF SINGLE ", $	17.00 ,Minimum order of 100 pcs. required 
126,435207E,"9-1/2"" HALF DOUBLE  ", $	18.00 ,Minimum order of 100 pcs. required 
126,455408E,"9-1/2"" 5 PC. SET ", $	81.00 ,Minimum order of 100 pcs. required 
126,445330E,"10"" FULL SINGLE ", $	17.00 ,Maximum allowable discount 50%
126,445332E,"10"" FULL DOUBLE ", $	18.00 ,Maximum allowable discount 50%
126,445331E,"10"" HALF SINGLE ", $	17.00 ,Maximum allowable discount 50%
126,445333E,"10"" HALF DOUBLE ", $	18.00 ,Maximum allowable discount 50%
126,445409E,"10"" 5 PC. SET ", $	81.00 ,Maximum allowable discount 50%
126,445340E,"12"" FULL SINGLE ", $	22.00 ,Minimum order of 100 pcs. required 
126,445342E,"12"" FULL DOUBLE  ", $	24.00 ,Minimum order of 100 pcs. required 
126,445341E,"12"" HALF SINGLE ", $	22.00 ,Minimum order of 100 pcs. required 
126,445343E,"12"" HALF DOUBLE ", $	24.00 ,Minimum order of 100 pcs. required 
126,455401E,"12"" 5 PC.  SET ", $	111.00 ,Minimum order of 100 pcs. required 
126,435215E,"12-5/8"" FULL SINGLE ", $	22.00 ,Minimum order of 100 pcs. required 
126,435217E,"12-5/8"" FULL DOUBLE ", $	24.00 ,Minimum order of 100 pcs. required 
126,435216E,"12-5/8"" HALF SINGLE ", $	22.00 ,Minimum order of 100 pcs. required 
126,435218E,"12-5/8"" HALF DOUBLE ", $	24.00 ,Minimum order of 100 pcs. required 
126,455411E,"12-5/8"" 5 PC. S ET ", $	111.00 ,Minimum order of 100 pcs. required 
126,435226E,"13"" FULL SINGLE", $	22.00 ,Maximum allowable discount 50%
126,435227E,"13"" FULL DOUBLE", $	24.00 ,Maximum allowable discount 50%
126,435228E,"13"" HALF SINGLE", $	22.00 ,Maximum allowable discount 50%
126,435229E,"13"" HALF DOUBLE ", $	24.00 ,Maximum allowable discount 50%
126,455412E,"13"" 5 PC. SET ", $	111.00 ,Maximum allowable discount 50%
126,445344E,"13-1/2"" FULL SINGLE ", $	25.00 ,Maximum allowable discount 50%
126,445346E,"13-1/2"" FULL DOUBLE", $	28.00 ,Maximum allowable discount 50%
126,445345E,"13-1/2"" HALF SINGLE ", $	25.00 ,Maximum allowable discount 50%
126,445357E,"13-1/2"" HALF DOUBLE ", $	28.00 ,Maximum allowable discount 50%
126,455413E,"13-1/2"" 5 PC. SET ", $	129.00 ,Maximum allowable discount 50%
126,445230E,"15-1/2"" FULL SINGLE ", $	25.00 ,Maximum allowable discount 50%
126,435232E,"15-1/2"" FULL DOUBLE ", $	28.00 ,Maximum allowable discount 50%
126,435231E,"15-1/2"" HALF SINGLE ", $	25.00 ,Maximum allowable discount 50%
126,435233E,"15-1/2"" HALF DOUBLE", $	28.00 ,Maximum allowable discount 50%
126,455414E,"15-1/2"" 5 PC. SET ", $	129.00 ,Maximum allowable discount 50%
126,435234E,"15-5/8"" FULL SINGLE ", $	25.00 ,Maximum allowable discount 50%
126,435236E,"15-5/8"" FULL DOUBLE", $	28.00 ,Maximum allowable discount 50%
126,435254E,"16"" FULL SINGLE ", $	25.00 ,Minimum order of 100 pcs. required 
126,435256E,"16"" FULL DOUBLE ", $	28.00 ,Minimum order of 100 pcs. required 
126,435255E,"16"" HALF SINGLE ", $	25.00 ,Minimum order of 100 pcs. required 
126,435257E,"16"" HALF DOUBLE ", $	28.00 ,Minimum order of 100 pcs. required 
126,455415E,"16"" 5 PC. SET ", $	129.00 ,Minimum order of 100 pcs. required 
126,445351E,"18-3/8"" FULL SINGLE ", $	39.00 ,Minimum order of 100 pcs. required 
126,445352E,"18-3/8"" FULL DOUBLE ", $	44.00 ,Minimum order of 100 pcs. required 
126,445353E,"18-3/8"" HALF SINGLE ", $	39.00 ,Minimum order of 100 pcs. required 
126,445354E,"18-3/8"" HALF DOUBLE ", $	44.00 ,Minimum order of 100 pcs. required 
126,455416E,"18-3/8"" 5 PC. SET ", $	208.00 ,Minimum order of 100 pcs. required 
126,445244E,"19-1/2"" FULL SINGLE ", $	39.00 ,Maximum allowable discount 50%
126,445245E,"19-1/2"" FULL DOUBLE ", $	44.00 ,Maximum allowable discount 50%
126,445246E,"19-1/2"" HALF SINGLE ", $	39.00 ,Maximum allowable discount 50%
126,445247E,"19-1/2"" HALF DOUBLE ", $	44.00 ,Maximum allowable discount 50%
126,455417E,"19-1/2"" 5 PC. SET ", $	208.00 ,Maximum allowable discount 50%
126,435240E,"21"" FULL SINGLE", $	39.00 ,Maximum allowable discount 50%
126,435242E,"21"" FULL DOUBLE", $	44.00 ,Maximum allowable discount 50%
126,435241E,"21"" HALF SINGLE", $	39.00 ,Maximum allowable discount 50%
126,435243E,"21"" HALF DOUBLE ", $	44.00 ,Maximum allowable discount 50%
126,455418E,"21"" 5 PC. SET ", $	208.00 ,Maximum allowable discount 50%
126,435245E,"22-3/8"" FULL SINGLE ", $	41.00 ,Maximum allowable discount 50%
126,435246E,"22-3/8"" FULL DOUBLE ", $	46.00 ,Maximum allowable discount 50%
126,440000E,"23-1/2"" FULL SINGLE ", $	44.00 ,Minimum order of 100 pcs. required 
126,440002E,"23-1/2"" FULL DOUBLE ", $	39.00 ,Minimum order of 100 pcs. required 
126,440001E,"23-1/2"" HALF SINGLE ", $	44.00 ,Minimum order of 100 pcs. required 
126,440003E,"23-1/2"" HALF DOUBLE ", $	39.00 ,Minimum order of 100 pcs. required 
126,455419E,"23-1/2"" 5 PC. SET ", $	208.00 ,Minimum order of 100 pcs. required 
126,440006E,"24-1/2"" FULL SINGLE ", $	44.00 ,Minimum order of 100 pcs. required 
126,440004E,"24-1/2"" FULL DOUBLE ", $	39.00 ,Minimum order of 100 pcs. required 
126,440005E,"24-1/2"" HALF SINGLE ", $	44.00 ,Minimum order of 100 pcs. required 
126,440007E,"24-1/2"" HALF DOUBLE ", $	39.00 ,Minimum order of 100 pcs. required 
126,455420E,"24-1/2"" 5 PC. SET ", $	208.00 ,Minimum order of 100 pcs. required 
126,435250E,"29"" FULL SINGLE ", $	72.00 ,Maximum allowable discount 50%
126,435252E,"29"" FULL DOUBLE  ", $	82.00 ,Maximum allowable discount 50%
126,435251E,"29"" HALF SINGLE ", $	72.00 ,Maximum allowable discount 50%
126,435253E,"29"" HALF DOUBLE ", $	82.00 ,Maximum allowable discount 50%
126,455421E,"29"" 5 PC. SET  ", $	384.00 ,Maximum allowable discount 50%
127,445376,BABY SCRIM BAG, $	27.00 ,
127,445377,JUNIOR SCRIM BAG, $	31.00 ,
127,445388,SENIOR SCRIM BAG, $	59.00 ,Description in catalog is incorrect
127,445390,"29"" SCRIM BAG ", $	76.00 ,Description in catalog is incorrect
129,259535,FULL APPLE BOX , $	51.00 ,Maximum allowable discount 35%
129,259536,HALF APPLE BOX , $	51.00 ,Maximum allowable discount 35%
129,259537,QUARTER APPLE BOX , $	41.00 ,Maximum allowable discount 35%
129,259538,EIGHTH APPLE BOX , $	2.00 ,Maximum allowable discount 35%
129,259531,FULL MINI APPLE BOX , $	39.00 ,Maximum allowable discount 35%
129,259532,HALF MINI APPLE BOX , $	39.00 ,Maximum allowable discount 35%
129,259533,QUARTER MINI APPLE BOX , $	33.00 ,Maximum allowable discount 35%
129,259534,EIGHTH MINI APPLE BOX , $	30.00 ,Maximum allowable discount 35%
130,259571,HI HAT OCTAGON BOARD, $	60.00 ,
130,279549,"BLOCK,STAIR,SET OF 2", $	108.00 ,Photo in catalog is incorrect
130,249570,ELEPHANT BLOCK 2''SET W/HOLDER, $	376.00 ,
130,249568,ELEPHANT BLOCK 4''SET W/HOLDER, $	376.00 ,
131,329040-1,"SOUND BLANKET W/GROMMETS, BLUE", $	71.00 ,
131,549135,LADDER: FIBERGLASS 4' SINGLE, $	224.00 ,
131,549136,LADDER: FIBERGLASS 6' SINGLE, $	277.00 ,
131,549137,LADDER: FIBERGLASS 8' SINGLE, $	387.00 ,
131,549138,LADDER: FIBERGLASS 10' SINGLE, $	509.00 ,
131,549139,LADDER: FIBERGLASS 12' SINGLE, $	592.00 ,
131,549129,LADDER: FIBERGLASS 20' EXTENSION, $	545.00 ,
131,549130,LADDER: FIBERGLASS 4' DOUBLE, $	299.00 ,
131,549131,LADDER: FIBERGLASS 6' DOUBLE, $	404.00 ,
131,549132,LADDER: FIBERGLASS 8' DOUBLE, $	509.00 ,
131,549133,LADDER: FIBERGLASS 10' DOUBLE, $	667.00 ,
131,549134,LADDER: FIBERGLASS 12' DOUBLE, $	778.00 ,
131,299700,"SADDLE BAG,20#,BLACK", $	35.00 ,
131,299705,"SADDLE BAG,35#,BLACK", $	41.00 ,
131,299877,"BAG,SHOT, 5#,CORDURA,BLACK", $	41.00 ,
131,299859,"BAG,SHOT,15#,CORDURA,BLACK", $	67.00 ,
131,299853,"BAG,SHOT,25# CORDURA,BLACK", $	89.00 ,
132,299607,"SANDBAG, MATTHBAG,EMPTY,ORANGE", $	55.00 ,
132,299555,"SANDBAG,15#,FLY AWAY, ORANGE ", $	40.00 ,
132,299886,"BAG,BABY BOA,5#,CORDURA,BLACK", $	41.00 ,
132,299887,"BAG,JUNIOR BOA,10#,CORDURA,BLACK", $	55.00 ,
132,299888,"BAG,SENIOR BOA,15#,CORDURA,BLACK", $	72.00 ,
132,299576,"SANDBAG,05#,CORDURA,ORANGE", $	27.00 ,
132,299550,"SANDBAG,15#,CORDURA,ORANGE", $	31.00 ,
132,299552,"SANDBAG,25#,CORDURA,ORANGE", $	40.00 ,
132,299556,"SANDBAG,35#,CORDURA,ORANGE", $	41.00 ,
132,299551,"SANDBAG,50#,CORDURA,ORANGE", $	61.00 ,
132,29957E,"SANDBAG,05#,CORDURA, ORANGE, EMPTY", $	18.00 ,
132,29955E,"SANDBAG,15#,CORDURA, ORANGE, EMPTY", $	24.00 ,
132,29952E,"SANDBAG,25#,CORDURA, ORANGE, EMPTY", $	24.00 ,
132,29956E,"SANDBAG,35#,CORDURA, ORANGE, EMPTY", $	30.00 ,
132,299168,"SANDBAG,50#,CORDURA, ORANGE, EMPTY", $	49.00 ,
132,299577,"SANDBAG,05#,CORDURA,BLACK", $	24.00 ,
132,299559,"SANDBAG,15#,CORDURA,BLACK", $	31.00 ,
132,299553,"SANDBAG,25#,CORDURA,BLACK", $	40.00 ,
132,299557,"SANDBAG,35#,CORDURA,BLACK", $	41.00 ,
132,299577E,"SANDBAG,05#,CORDURA,BLACK,EMPTY", $	18.00 ,
132,299559E,"SANDBAG,15#,CORDURA,BLACK,EMPTY", $	24.00 ,
132,299553E,"SANDBAG,25#,CORDURA,BLACK,EMPTY", $	24.00 ,
132,299557E,"SANDBAG,35#,CORDURA,BLACK,EMPTY", $	30.00 ,
132,299563,"SANDBAG,05#,WATER REPELLENT ORANGE", $	35.00 ,
132,299558,"SANDBAG,15#,WATER REPELLENT ORANGE", $	35.00 ,
132,299599,"SANDBAG,25#,WATER REPELLENT ORANGE", $	41.00 ,
132,299560,"SANDBAG,35#,WATER REPELLENT ORANGE", $	53.00 ,
132,29958E,"SANDBAG,05#,WATER REPELLENT EMPTY", $	34.00 ,
132,29959E,"SANDBAG,15#,WATER REPELLENT EMPTY", $	30.00 ,
132,29960E,"SANDBAG,25#,WATER REPELLENT EMPTY", $	35.00 ,
132,29961E,"SANDBAG,35#,WATER REPELLENT EMPTY", $	41.00 ,
